LOCATIONID,STATISTICSGROUPCODE,DEPARTMENTCODE,AXBATCHCODE,ZONE,TERRITORY,REGION,DISTRICT,STORE,BUSINESSLINE,BU,BUNAME,BUDTL,COMPANY,COMPANYNAME,STORETYPE,CHAIN,DATAAREAID,,
55740,8011025,80110,NULL,504,515,515,5236,55740,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
79949,NA,NA,NULL,720,720,720,798,79949,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation -,MY,7102,,
79950,NA,NA,NULL,720,720,720,798,79950,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation +,MO,7101,,
79951,NA,NA,NULL,720,720,720,798,79951,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation -,MO,7101,,
79952,NA,NA,NULL,720,720,720,798,79952,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Donation +,HK,7100,,
JW02,JW01,1019,NULL,520,536,534,5999,50004,DC,JPN FP,JAPAN FULL PRICE,RLJPDC,AP FP,APAC FULL PRICE,Write Off -,JPN,8000,,
KW01,KW01,3071,NULL,320,325,305,3071,38000,DC,KOR FP,KOREA FULL PRICE,RLKRDC,AP FP,APAC FULL PRICE,Write Off +,KOR,7107,,
KW02,KW02,3071,NULL,320,325,305,3071,38001,DC,KOR FP,KOREA FULL PRICE,RLKRDC,AP FP,APAC FULL PRICE,Write Off -,KOR,7107,,
58960,1001111,10011,NULL,503,505,505,5040,58960,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58376,2061010,20610,NULL,503,506,506,5113,58376,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
55916,1131030,11310,NULL,504,513,513,5187,55916,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
30414,3041401,3188,NULL,305,315,316,3188,30414,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
59008,2030210,20302,NULL,503,506,506,5104,59008,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
74158,7415801,74170,NULL,783,719,176,7470,74158,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
55470,S009703,S0097,NULL,504,513,513,5347,55470,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55471,S025201,S0252,NULL,504,513,513,5549,55471,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55472,4247002,42470,NULL,503,506,506,5119,55472,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,POP-UP,JPN,8000,,
55473,S034801,S0348,NULL,504,513,513,5654,55473,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55474,1001503,10015,NULL,503,505,505,5042,55474,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,POP-UP,JPN,8000,,
55480,2193008,21930,NULL,503,506,506,5118,55480,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55481,1281014,12810,NULL,503,505,505,5063,55481,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55482,5051009,50510,NULL,503,504,504,5035,55482,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55483,S035001,S0350,NULL,504,513,513,5656,55483,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55484,S035101,S0351,NULL,504,513,513,5657,55484,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
72001,7200101,72001,NULL,781,711,714,7006,72001,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
72002,7200201,72002,NULL,781,711,712,7007,72002,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
72003,7200301,72003,NULL,781,711,715,7008,72003,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
59050,2022508,20225,NULL,503,505,505,5073,59050,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59051,2021504,20215,NULL,503,508,508,5139,59051,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59052,2021708,20217,NULL,503,503,503,5022,59052,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59053,1132008,11320,NULL,503,505,505,5053,59053,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59054,5051003,50510,NULL,503,504,504,5035,59054,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59055,3153005,31530,NULL,503,502,518,5017,59055,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59056,2021406,20214,NULL,503,505,505,5070,59056,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59963,W004401,W0044,NULL,505,520,592,5853,59963,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,DC-FINANCE,JPN,8000,,
59989,S017005,S0170,NULL,506,524,596,5422,59989,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
59990,S015001,S0150,NULL,506,524,596,5408,59990,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
59991,S017001,S0170,NULL,506,524,596,5422,59991,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
55872,1241011,12410,NULL,503,505,505,5062,55872,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
71016,7101601,71016,NULL,782,712,719,7092,71016,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,FSS,AU,7111,,
58096,6810104,68101,NULL,504,513,513,5213,58096,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
59992,S017002,S0170,NULL,506,524,596,5422,59992,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
59009,1001103,10011,NULL,503,505,505,5040,59009,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59010,S048201,S0482,NULL,503,505,505,5799,59010,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59011,W004301,W0043,NULL,506,524,535,5801,59011,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,DC-OTHER,JPN,8000,,
56035,S036901,S0369,NULL,505,531,529,5682,56035,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
56036,S037001,S0370,NULL,505,540,540,5684,56036,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,POP-UP,JPN,8000,,
56037,S038301,S0383,NULL,505,520,521,5697,56037,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
56038,S309501,S0395,NULL,505,531,529,5714,56038,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
56039,S039601,S0396,NULL,505,520,521,5715,56039,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,POP-UP,JPN,8000,,
56040,S039801,S0398,NULL,505,540,540,5719,56040,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
56041,S040601,S0406,NULL,505,532,530,5728,56041,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
71017,7101701,71017,NULL,782,712,719,7094,71017,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,FSS,AU,7111,,
71018,7101801,71018,NULL,782,712,719,7131,71018,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,FSS,AU,7111,,
71019,7101901,71010,NULL,782,712,719,7003,71019,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,FSS,AU,7111,,
59013,7041006,70410,NULL,504,511,511,5164,59013,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
59014,S048801,S0488,NULL,503,505,505,5806,59014,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59015,S048901,S0489,NULL,503,505,505,5807,59015,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59016,S049001,S0490,NULL,503,505,505,5808,59016,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59017,S049101,S0491,NULL,503,505,505,5809,59017,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59018,2030205,20302,NULL,503,506,506,5104,59018,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
71104,7110401,71022,NULL,780,710,710,7137,71104,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
71105,7110501,71022,NULL,780,710,710,7137,71105,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
71106,7110601,71106,NULL,780,710,710,7445,71106,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
71107,7110701,71107,NULL,780,710,710,7452,71107,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
71108,7110801,71108,NULL,780,710,710,7453,71108,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
71109,7110901,71109,NULL,780,710,710,7454,71109,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
58098,6811004,68110,NULL,504,513,513,5214,58098,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
58107,1136102,11361,NULL,504,514,514,5215,58107,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
58386,2062504,20625,NULL,503,506,506,5115,58386,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58387,2062504,20625,NULL,503,506,506,5115,58387,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58830,1311202,13112,NULL,503,505,505,5065,58830,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58831,1311202,13112,NULL,503,505,505,5065,58831,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58832,1311202,13112,NULL,503,505,505,5065,58832,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58833,1332004,13320,NULL,503,505,505,5067,58833,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58834,1332004,13320,NULL,503,505,505,5067,58834,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58835,1332004,13320,NULL,503,505,505,5067,58835,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58836,2071005,20710,NULL,503,506,506,5117,58836,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58839,2022608,20226,NULL,503,505,505,5074,58839,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58888,2021504,20215,NULL,503,508,508,5139,58888,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59993,S017003,S0170,NULL,506,524,596,5422,59993,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
72054,7205401,72054,NULL,781,711,713,7497,72054,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
74135,7413501,74134,NULL,783,719,177,7133,74135,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74136,7413601,74136,NULL,783,719,176,7140,74136,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74137,7413701,74136,NULL,783,719,176,7140,74137,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74138,7413801,74138,NULL,783,719,176,7433,74138,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74139,7413901,74138,NULL,783,719,176,7433,74139,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74150,7415001,74150,NULL,783,719,176,7124,74150,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74151,7415101,74170,NULL,783,719,176,7470,74151,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74152,7415201,74170,NULL,783,719,176,7470,74152,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74153,7415301,74170,NULL,783,719,176,7470,74153,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74154,7415401,74170,NULL,783,719,176,7470,74154,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74155,7415501,74170,NULL,783,719,176,7470,74155,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74156,7415601,74170,NULL,783,719,176,7470,74156,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74175,7417501,74170,NULL,783,719,176,7470,74175,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
55917,1131031,11310,NULL,504,513,513,5187,55917,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55918,2022519,20225,NULL,504,513,513,5206,55918,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55919,2021412,20214,NULL,504,513,513,5203,55919,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55920,2021712,20217,NULL,504,511,511,5163,55920,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55921,2022610,20226,NULL,504,513,513,5207,55921,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55922,2022520,20225,NULL,504,513,513,5206,55922,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55923,1131032,11310,NULL,504,513,513,5187,55923,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
HN18 (200),NA,NA,200,720,720,720,798,99895,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
HN19 (100),NA,NA,100,769,769,159,799,99892,NA,AP PFS,APAC FACTORY OUTLET,HKODC,AP PFS,APAC FACTORY OUTLET,DC-OTHER,APAC,7088,,
30406,3040601,3183,NULL,305,315,316,3183,30406,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
56109,S012504,S0125,NULL,506,524,525,5371,56109,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56110,S012602,S0126,NULL,506,523,524,5372,56110,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56113,S013302,S0133,NULL,506,522,523,5376,56113,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56114,S014901,S0149,NULL,506,524,525,5403,56114,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56116,S016001,S0160,NULL,506,534,532,5421,56116,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
30416,3041601,3039,NULL,301,301,301,3039,30416,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
74501,7450101,74151,NULL,783,719,177,7085,74501,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74502,7450201,74153,NULL,783,719,179,7087,74502,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74503,7450301,74149,NULL,783,719,175,7083,74503,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74504,7450401,74151,NULL,783,719,177,7085,74504,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74505,7450501,74151,NULL,783,719,177,7085,74505,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74506,7450601,74151,NULL,783,719,177,7085,74506,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74507,7450701,74151,NULL,783,719,177,7085,74507,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74508,7450801,74153,NULL,783,719,179,7087,74508,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74509,7450901,74153,NULL,783,719,179,7087,74509,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74510,7451001,74149,NULL,783,719,175,7083,74510,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
70000,7000001,70000,NULL,780,710,711,7044,70000,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,DC-WH,AU,7111,,
70001,7000101,70000,NULL,782,712,718,7045,70001,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,DC-PP,AU,7111,,
70002,7000201,70000,NULL,782,712,718,7045,70002,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,DC-PP,AU,7111,,
70003,7000301,70000,NULL,782,712,718,7045,70003,RT,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,DC-PP,AU,7111,,
55941,S052901,S0529,NULL,504,514,514,5849,55941,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55952,2064009,20640,NULL,503,506,506,5662,55952,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55009,3001002,12881,NULL,504,510,510,5152,55009,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55010,3005002,30050,NULL,504,510,510,5154,55010,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55012,8011202,80112,NULL,504,515,515,5237,55012,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55013,1281602,12816,NULL,504,518,519,5262,55013,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55014,1281804,12818,NULL,504,516,516,5261,55014,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55023,2069002,20690,NULL,503,505,505,5270,55023,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55026,1135202,11352,NULL,503,502,518,5006,55026,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55040,1185102,11851,NULL,503,505,505,5392,55040,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55043,8261002,82610,NULL,504,515,515,5243,55043,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55047,2011001,20110,NULL,504,514,514,5222,55047,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55048,1001602,10016,NULL,504,513,513,5181,55048,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55225,S007601,S0076,NULL,504,515,515,5488,55225,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
30195,3019501,3044,NULL,301,301,301,3044,30195,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30434,3043401,3186,NULL,305,315,316,3186,30434,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
51053,2040303,20403,NULL,503,506,506,5109,51053,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55052,3153002,31530,NULL,503,502,518,5017,55052,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55248,1001906,10019,NULL,503,505,505,5044,55248,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55376,S027302,S0273,NULL,504,514,514,5575,55376,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55520,7041004,70410,NULL,503,503,503,5023,55520,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55701,S034102,S0341,NULL,504,516,516,5644,55701,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55702,S034103,S0341,NULL,504,516,516,5644,55702,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55703,S034104,S0341,NULL,504,516,516,5644,55703,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55704,S034105,S0341,NULL,504,516,516,5644,55704,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55705,S034106,S0341,NULL,504,516,516,5644,55705,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55706,S034107,S0341,NULL,504,516,516,5644,55706,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55004,1001503,10015,NULL,504,513,513,5180,55004,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55692,S021003,S0210,NULL,504,513,513,5758,55692,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55693,S021004,S0210,NULL,504,513,513,5758,55693,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
